CODIGO;BIBLIOGRAFIA;TITULO;MINHA BIBLIOTECA;"EX. DA BIBLIOTECA
CT";"EX. DE OUTRAS DO
SIBI";N. DE CHAMADA;Status;TOTAL EXEMPLARES;Classification
106;GA153;Complementar;REITZ, Kenneth. Python Guide Documentation. Release 0.0.1. Fev 07, 2022. Disponível em: https://python-guide-pt-br.readthedocs.io/_/downloads/pt_BR/latest/pdf/. Acesso em: 29 jul. 2023.; ; ; ; ;Online;0.0;Apenas Online
107;GA153;Complementar;SEVERANCE, Charles. Python para Todos. Disponível em: http://do1.dr-chuck.com/pythonlearn/PT_br/pythonlearn.pdf. Acesso em: 29 jul. 2023.; ; ; ; ;Online;0.0;Apenas Online
108;CF105;Básica;D. Halliday,R. Resnick, J. Walker, Fundamentos de Física. Vols. 1. e 2 Editora LTC.;"Volume 1: https://integrada.minhabiblioteca.com.br/reader/books/9788521638551/pages/recent

Volume 2: https://integrada.minhabiblioteca.com.br/reader/books/9788521638568/pages/recent";"Volume 1: 118
Volume 2: 107";"Volume 1: 138
Volume 2: 136";530 H188fun 9.ed.;Online;249.5;Online e Físico
109;CF105;Básica;Wolfgang Bauer, Gary D. Westfall e Helio Dias, Física Para Universitários, Vols. 1 e 2. Editora AMGH.;"Volume 1: https://integrada.minhabiblioteca.com.br/reader/books/9788580550955/pages/recent

Volume 2: https://integrada.minhabiblioteca.com.br/reader/books/9788580551600/pages/recent";11;95;530.1 B344 / 535 B344 / 531 B344 / 537 B344;Online;106.0;Online e Físico
110;CF105;Básica;Sears &Zemansky, H. D. Young, R. A. Freedman, Física I e II, Editora Addison Wesley;-;Física I: 4 - Física II: 4;Física I: 14 - Física II: 17;530 Y68 12ed.;Offline;19.5;Apenas Físico
111;CF105;Complementar;P. A. Tipler, Física. Vol. 1. Editora LTC.;https://integrada.minhabiblioteca.com.br/reader/books/978-85-216-2618-3/pageid/0;15;77;530 T595f 6.ed.;Online;92.0;Online e Físico
112;CF105;Complementar;H. M. Nussenzveig, Curso de Física Básica. Vols. 1 e 2. Editora Edgard Blüche.;"Volume 1: https://integrada.minhabiblioteca.com.br/reader/books/9788521207467/pageid/0

Volume 2: https://integrada.minhabiblioteca.com.br/reader/books/9788521207481/pageid/0";Vol1: 21 / Vol2: 15;Vol1: 40 / Vol2: 43;530 N975 / 530 N975 3ed. / 530 N975 4ed. / 530 N975 5ed.;Online;59.5;Online e Físico
113;CF105;Complementar;R. P. Feynman, Lições de Física, Volume 1, Editora .;https://integrada.minhabiblioteca.com.br/reader/books/9788582605011/pageid/0;1;15;530 F435f;Online;16.0;Online e Físico
114;CF105;Complementar;P. Hewitt, Física Conceitual. Editora Bookman.;https://integrada.minhabiblioteca.com.br/reader/books/9788582603413/pageid/0;2;23;530.1 H611 / 530 H611 9 ed.;Online;25.0;Online e Físico
115;CF105;Complementar;"J. W. Jewett, R. A. Serway; Física para cientistas e engenheiros. Vol. 1 e 2. Cencage Learning.";"Volume 1: https://integrada.minhabiblioteca.com.br/reader/books/9788522127078/pageid/0

Volume 2: https://integrada.minhabiblioteca.com.br/reader/books/9788522127092/pageid/0";0;v.1 - 10,  v.2- 10; ;Online;10.0;Online e Físico
116;CM302;Básica;HUGHES-HALLET, D. et al - Cálculo a uma e várias variáveis, Editora LTC, Rio de Janeiro, 2011.;-;0;v.1- 70   v.2-10; ;Offline;40.0;Apenas Físico
117;CM302;Básica;HUGHES-HALLET, D. et al - Cálculo e Aplicações, Edgard Blucher, São Paulo, 1999.;https://integrada.minhabiblioteca.com.br/reader/books/9788521216452/pageid/0;1;3;515 C144;Online;4.0;Online e Físico
118;CM302;Básica;SWOKOWSKI, E. - O Cálculo com Geometria Analítica, vol. 1, 2a ed., Makron Books, São Paulo, 1995.;-;60;13;515.15 S979 2.ed.;Offline;73.0;Apenas Físico
119;CM302;Complementar;SIMMONS, G. F. - Cálculo com Geometria Analítica, vol. 2, McGraw-Hill, Rio de Janeiro, 1987.;-;7;35;515.15 S592;Offline;42.0;Apenas Físico
120;CM302;Complementar;STEWART, J. - Cálculo, vol. 2, Cengage Learning, São Paulo, 2010.;https://integrada.minhabiblioteca.com.br/reader/books/9788522126866/pageid/0;16;49;515 S851 6.ed.;Online;65.0;Online e Físico
121;GA106;Básica;DALMOLIN, Quintino. Ajustamento por mínimos quadrados. 3. ed. rev Curitiba, PR: UFPR, 2010. x, 179 p., grafs., tabs., 21 cm. Inclui referências. ISBN 8588783029.; ;7;4;526.51 D148a 3.ed.;Offline;11.0;Apenas Físico
122;GA106;Básica;DEVORE, Jay L. Probabilidade e estatística para engenharia e ciências – Tradução da 9a edição norte-americana. Cengage Learning Brasil, 2018. E-book. ISBN 9788522128044. Disponível em: https://integrada.minhabiblioteca.com.br/#/books/9788522128044/. Acesso em: 01 ago. 2023.; ; ; ; ;Online;0.0;Apenas Online
123;GA106;Básica;GEMAEL, Camil. Introdução ao ajustamento de observações: aplicação geodésicas. 2.ed. Curitiba, PR: Ed. UFPR, 2015. 428 p., il., grafs., tabs. (Série Pesquisa (Ed. UFPR), n.281). Inclui bibliografia. ISBN 9788584800087.; ;3;1;526.51 G322 2.ed.;Offline;4.0;Apenas Físico
124;GA106;Complementar;TRIOLA, Mario F. Introdução à Estatística, 12a edição. Grupo GEN, 2017. E-book. ISBN 9788521634256. Disponível em: https://integrada.minhabiblioteca.com.br/#/books/9788521634256/. Acesso em: 01 ago. 2023.; ; ; ; ;Online;0.0;Apenas Online
125;GA106;Complementar;GEMAEL, Camil. Elipse e elipsóide dos erros . 2. ed. Curitiba, PR: UFPR, Curso de Pós-Graduaçao em Ciencias Geodésicas, 1987. [39] f., il. Bibliografia: f. [39].; ;12;0;526.51 G322 2.ed.;Offline;12.0;Apenas Físico
126;GA106;Complementar;HAZEY, I. D. Adjusting calculations in surveying. Budapest: Akademiai Kiadó, 1970.; ;2;0;526.92 H428;Offline;2.0;Apenas Físico
127;GA106;Complementar;"MIKHAIL, Edward M; ACKERMANN, Friedrich E. Observations and least squares . New York City, New York: IEP, c1976. xi, 497 p. (The IEP series in civil engineering). Bibliograpfia: p. 485-492"; ;1;1;519.4 M636;Offline;2.0;Apenas Físico
128;GA106;Complementar;MINGOTI, Sueli Aparecida. Análise de dados através de métodos de estatística multivariada : uma abordagem aplicada. Belo Horizonte, MG: Ed. UFMG, 2005. 295p., il., 27cm. (Didática, 8). Bibliografia: p. [267]-279. ISBN 857041451X (broch.).; ;1;0;519.535 M664;Offline;1.0;Apenas Físico
129;GA106;Complementar;ROHATGI, V. K. An introduction to probability and statistics : Vijay K. Rohatgi, A.K. Md. Ehsanes Saleh. 2nd ed New York City, New York: Wiley, c2001. xv, 716 p., il., 25 cm. (Wiley Series in Probability and Statistics. Texts and references section). Inclui bibliografia (p. 663-667) e índice. ISBN 978-0-471-34846-7.; ;3;0;519.5 R737 2.ed.;Offline;3.0;Apenas Físico
130;GA106;Complementar;RAINSFORD, Hume. Survey adjustment and least squares . New York City, New York: F. Ungar, 1958.; ;1;0;526.51 R158;Offline;1.0;Apenas Físico
131;GA106;Complementar;"STRANG, Gilbert; BORRE, K. (Kai). Linear algebra, geodesy, and GPS . Wellesley, United States of America: Wellesley-Cambridge, c1997. 624 p. ISBN 0961408863 (enc.)."; ;3;0;526.1 S897l;Offline;3.0;Apenas Físico
132;GA106;Complementar;VUOLO, Jose Henrique. Fundamentos da teoria de erros. São Paulo, SP: Blucher, 1992. 225p., 23 cm. Inclui indice.; ;5;0;511.43 V994;Offline;5.0;Apenas Físico
133;GA107;Básica;CENTENO, Jorge Antonio Silva. Sensoriamento remoto e processamento de imagens digitais. Curitiba, PR: UFPR, Curso de Pós-Graduaçao em Ciencias Geodésicas, 2010. 234 p., il. Inclui bibliografia. ISBN 8588783053 (broch.).; ;14;12;526.982 C397;Offline;26.0;Apenas Físico
134;GA107;Básica;"PEDRINI, Hélio; SCHWARTZ, William R. Análise de imagens digitais : princípios, algoritmos e aplicações. [Digite o Local da Editora]: Cengage Learning Brasil, 2007. E-book. ISBN 9788522128365. Disponível em: https://integrada.minhabiblioteca.com.br/#/books/9788522128365/. Acesso em: 31 ago. 2023.";;;;;Online;0.0;Apenas Online
135;GA107;Básica;"GONZALEZ, R.; WOODS, R.E. Processamento de Imagens Digitais. Editora Edgard Blucher, São Paulo, 2000.";-;15;21;526.9827 G643p;Offline;36.0;Apenas Físico
136;GA107;Complementar;PICHETTI, R. F. et al. Computação gráfica e processamento de imagens. Porto Alegre: SAGAH, 2022. https://integrada.minhabiblioteca.com.br/reader/books/9786556903088/pageid/0; ; ; ; ;Online;0.0;Apenas Online
137;GA107;Complementar;"RICHARDS, J.A.; JIA, X. Remote Sensing digital image analysis: an introduction (4th ed.). Springer. ISBN 3-540-25128-6.";-;2;1;526.982 R516;Offline;3.0;Apenas Físico
138;GA107;Complementar;JENSEN, John R. Introductory digital image processing: a remote sensing perspective. 2nd. ed. Upper Saddle River, NJ: Prentice Hall, c1996. xi, 316p., il. (Prentice Hall Series in Geographic Information Science). ISBN 0132058405.; ;1;1;528.78 J55;Offline;2.0;Apenas Físico
139;GA107;Complementar;CRÓSTA, A.P.. Processamento digital de imagens de sensoriamento remoto. Campinas, SP: Unicamp, 1992. 170p., il. ISBN 8585369027 (broch.).; ;4;2;526.982 C951;Offline;6.0;Apenas Físico
140;GA107;Complementar;JAHNE, B. Digital image processing: concepts, algorithms, and scientific applications. 4th ed Berlin: Springer, c1997. 555p., il. Inclui bibliografia. ISBN 3540627243 (enc.).; ;1 + CD-ROM;0;006.37 J33;Offline;2.0;Apenas Físico
141;GA204;Básica;"VEIGA, L. A. K.; ZANETTI, M. A.Z.; FAGGION, P. Introdução a Topografia. Engenharia Cartográfica, Universidade Federal do Paraná, 2012. 195p. Disponível em: https://cartografica.ufpr.br/wp-content/uploads/2023/07/fundamentos-topografia-i-1.pdf. Acesso em: 31 jul. 2023."; ; ; ; ;Online;0.0;Apenas Online
142;GA204;Básica;BORGES, Alberto de C. Exercícios de topografia. [Digite o Local da Editora]: Editora Blucher, 1975. E-book. ISBN 9788521217442. Disponível em: https://integrada.minhabiblioteca.com.br/#/books/9788521217442/. Acesso em: 31 jul. 2023.; ; ; ; ;Online;0.0;Apenas Online
143;GA204;Básica;GHILANI, Charles D. Elementary surveying: an introduction to geomatics. 13th ed Upper Saddle River, NJ: Pearson Prentice-Hall, c2012. xix, 958p., il. Inclui referências e índice. ISBN 9780132554343 (enc.).; ;5;0;526.9 W855 13.ed.;Offline;5.0;Apenas Físico
144;GA204;Básica;LOCH, Carlos. Topografia contemporânea: planimetria. 2. ed. rev Florianópolis, SC: Ed. UFSC, 2000. RUvi, 321 p., il. (Didática). Bibliografia:[315]-321. ISBN 8532800394 (broch.).; ;5;4;526.98 L812;Offline;9.0;Apenas Físico
145;GA204;Complementar;ASSOCIAÇÃO BRASILEIRA DE NORMAS TÉCNICAS. NBR 14166: Rede de referência cadastral municipal - procedimento. Rio de Janeiro, 1998. 23p. Disponível em: http://www.carto.eng.uerj.br/cdecart/download/NBR14166.pdf. Acesso em: 31 jul. 2023.;ABNT/TARGET online; ; ; ;Online;0.0;Apenas Online
146;GA204;Complementar;ASSOCIAÇÃO BRASILEIRA DE NORMAS TÉCNICAS. NBR 14166: Rede de Referência Cadastral Municipal- Procedimento.Rio de Janeiro – RJ, 2022 . Disponível em: https://www.normas.com.br/visualizar/abnt-nbr-nm/10905/abnt-nbr14166-rede-de-referencia-cadastral-municipal-requisitos-e-procedimento. Acesso em: 31 jul. 2023.;ABNT/TARGET online; ; ; ;Online;0.0;Apenas Online
147;GA204;Complementar;ASSOCIAÇÃO BRASILEIRA DE NORMAS TÉCNICAS. NBR 13133: Execução de levantamento topográfico. Rio de Janeiro, 1994. 35p. Disponível em: http://www.carto.eng.uerj.br/cdecart/download/NBR13133.pdf. Acesso em: 31 jul. 2023.;ABNT/TARGET online; ; ; ;Online;0.0;Apenas Online
148;GA204;Complementar;ASSOCIAÇÃO BRASILEIRA DE NORMAS TÉCNICAS. NBR 13133: Execução de Levantamento Topográfico. Rio de Janeiro – RJ, 2021. Disponível em: https://www.normas.com.br/visualizar/abnt-nbr-nm/6400/abnt-nbr13133-execucao-de-levantamento-topografico-procedimento. Acesso em: 31 jul. 2023.;ABNT/TARGET online; ; ; ;Online;0.0;Apenas Online
149;GA204;Complementar;BORGES, Alberto de C. Topografia: Aplicada a Engenharia Civil (Volume 1). Editora Blucher, 2013. E-book. ISBN 9788521207610. Disponível em: https://integrada.minhabiblioteca.com.br/#/books/9788521207610/. Acesso em: 31 jul. 2023.; ; ; ; ;Online;0.0;Apenas Online
150;GA204;Complementar;BORGES, Alberto de C. Topografia: Aplicada a Engenharia Civil (Volume 2): Editora Blucher, 2013. E-book. ISBN 9788521207658. Disponível em: https://integrada.minhabiblioteca.com.br/#/books/9788521207658/. Acesso em: 02 ago. 2023.; ; ; ; ;Online;0.0;Apenas Online
151;GA204;Complementar;DOMINGUES, Felipe Augusto Aranha. Topografia e astronomia de posição para engenheiros e arquitetos. São Paulo, SP: McGraw-Hill, 1979. 403p.; ;5;0;526.9 D671;Offline;5.0;Apenas Físico
152;GA204;Complementar;ESPARTEL, L. Curso de Topografia. 9 ed. Rio de Janeiro, Globo, 1987. ISBN 8525002224;-;19;4;526.98 E77;Offline;23.0;Apenas Físico
153;GA204;Complementar;GHILANI, Charles D. Elementary surveying: an introduction to geomatics. 13th ed Upper Saddle River, NJ: Pearson Prentice-Hall, c2012. xix, 958p., il. ISBN 9780132554343 (enc.).; ;5;0;526.9 W855 13.ed.;Offline;5.0;Apenas Físico
154;GA204;Complementar;"GARCIA, G. J; PIEDADE, C. R. G. Topografia aplicada às Ciências Agrárias. São Paulo, Nobel, 1989.";-;2;10;526.98 G216;Offline;12.0;Apenas Físico
155;GA205;Básica;JONES, Christopher B. Geographical information systems and computer cartography. Harlow, England: Longman, 1997. 319 p., il. ISBN 0582044391.; ;1;0;910. 0285 J;Offline;1.0;Apenas Físico
156;GA205;Básica;KRAAK, M.- J. Cartography: visualization of spatial data. 3rd ed New York City, New York: The Guilford, [2011]. 198p., il. + mapas. Inclui referências. ISBN 9781609181932.;-;2;0;526.8 K89 3.ed.;Offline;2.0;Apenas Físico
157;GA205;Básica;RIPPLE, William J. Fundamentals of geographic information systems: a compendium. Grosvenor: American Society for Photogrammetry and Remote Sensing, c1989. 248p., il. ISBN 0944426603 (broch.).; ;1;0;910.0285 F891;Offline;1.0;Apenas Físico
158;GA205;Básica;TULER, Marcelo. Fundamentos de geodésia e cartografia. Porto Alegre, RS: Bookman, 2016. xii, 227 p., il. (algumas col.), 25 cm. (Tekne). Inclui referências. ISBN 9788582603604.; ;0;3; ;Offline;3.0;Apenas Físico
159;GA205;Complementar;CLARKE, K.C. Analytical and computer Cartography. 2 ed. New Jersey. 1995.; ;0;0; ;Offline;0.0;Apenas Físico
160;GA205;Complementar;"KRAAK, M. J; ORMELING, Ferjan. Cartography: visualization of spatial data. Essex: Longman, 1996. 222p., il. Inclui bibliografia. ISBN 0582259533 (broch.)."; ;2;0;526.8 K89;Offline;2.0;Apenas Físico
161;GA205;Complementar;MULTIMEDIA cartography. 2nd ed Berlin: Springer, c2006. 546p., il., mapas. Inclui referências e índice. ISBN 9783540366508 (enc.).;http://dx.doi.org/10.1007/978-3-540-36651-5;1 + EBOOK/Springer + 1  com CD-ROM;0;526.80285 M961 2.ed;Offline;3.0;Apenas Físico
162;GA205;Complementar;"TAYLOR, D. R. F. (David Ruxton Fraser); MACEACHREN, Alan M. Visualization in modern cartography. Oxford, England: Pergamon: Elsevier, c1994. 345 p. ISBN 0080424163 (enc.)."; ;1;0;526 V834;Offline;1.0;Apenas Físico
163;GA205;Complementar;THE COMPUTER in contemporary cartography. Chichester: Niley, c1980. xv, 252p., il. (Progress in contemporary cartography, v.1). ISBN 0471276995.; ;1;0;526.02854 C738;Offline;1.0;Apenas Físico
164;GC137;Básica;"PRESS, F.; SIEVER, R.; GROTZINGER, J.; JORDAN, T. H. Para Entender a Terra. Porto Alegre: Bookman, 2006.";https://integrada.minhabiblioteca.com.br/books/9788565837828;33;30;550 P221 4.ed.;Online;63.0;Online e Físico
165;GC137;Básica;"TEIXEIRA, W.; TOLEDO, M.C.M.; FAIRCHILD, T.R.; TAIOLI, F (orgs.). Decifrando a Terra. 2ed., São Paulo: Oficina de Textos, 2009.";-;66;64;550 D294 2.ed.;Offline;130.0;Apenas Físico
166;GC137;Básica;WICANDER, R., MONROE, J.S. Fundamentos de geologia. São Paulo: Cengage, 2009.;-;10;2;550 Y36;Offline;12.0;Apenas Físico
167;GC137;Complementar;CHIOSSI, N., 2013. Geologia de Engenharia. São Paulo: Oficina de Textos.;-;0;10; ;Offline;10.0;Apenas Físico
168;GC137;Complementar;LEINZ, V. L. Geologia Geral. Ed nacional, São Paulo, 14o Ed, 2001, 399p.;-;41;11;550 L531 14.ed.;Offline;52.0;Apenas Físico
169;GC137;Complementar;"NADALIN, R.J.; HINDI, E.C.; SALAMUNI, E.; NADALIN, L.F.; ÂNGULO, R.J.; SOUZA, M.C.; FERREIRA, F.J.F.; CASTRO, L.G.; STEVANATO, R. 2016. Tópicos especiais em cartografia geológica. Segunda edição.Ed. UFPR. 296p.";-;44;13;550.223 T674 2.ed.;Offline;57.0;Apenas Físico
170;GC137;Complementar;POPP, J. H. Geologia Geral. LTC, São Paulo,1998, 295p.;https://integrada.minhabiblioteca.com.br/books/9788521634317;37;31;550 P831 5.ed.;Online;68.0;Online e Físico
171;GC137;Complementar;SGARBI G. N. C. 2012. Petrografia macroscópica das rochas ígneas, sedimentares e metamórficas. Belo Horizonte, MG: Ed. UFMG, 2012. 626p;-;17;0;552.1 P497 2.ed.;Offline;17.0;Apenas Físico
172;CF106;Básica;D. Halliday,R. Resnick, J. Walker, Fundamentos de Física. Vols. 1. e 2 Editora LTC.;"Volume 1: https://integrada.minhabiblioteca.com.br/reader/books/9788521638551/pages/recent

Volume 2: https://integrada.minhabiblioteca.com.br/reader/books/9788521638568/pages/recent";"Volume 1: 118
Volume 2: 107";"Volume 1: 138
Volume 2: 136";530 H188fun 9.ed.;Online;249.5;Online e Físico
173;CF106;Básica;Wolfgang Bauer, Gary D. Westfall e Helio Dias, Física Para Universitários, Vols. 1 e 2. Editora AMGH.;"Volume 1: https://integrada.minhabiblioteca.com.br/reader/books/9788580550955/pages/recent

Volume 2: https://integrada.minhabiblioteca.com.br/reader/books/9788580551600/pages/recent";11;95;530.1 B344 / 535 B344 / 531 B344 / 537 B344;Online;106.0;Online e Físico
174;CF106;Básica;Sears &Zemansky, H. D. Young, R. A. Freedman, Física I e II, Editora Addison Wesley;-;Física I: 4 - Física II: 4;Física I: 14 - Física II: 17;530 Y68 12ed.;Offline;19.5;Apenas Físico
175;CF106;Complementar;P. A. Tipler, Física. Vol. 1. Editora LTC.;https://integrada.minhabiblioteca.com.br/reader/books/978-85-216-2618-3/pageid/0;15;77;530 T595f 6.ed.;Online;92.0;Online e Físico
176;CF106;Complementar;H. M. Nussenzveig, Curso de Física Básica. Vols. 1 e 2. Editora Edgard Blüche.;"Volume 1: https://integrada.minhabiblioteca.com.br/reader/books/9788521207467/pageid/0

Volume 2: https://integrada.minhabiblioteca.com.br/reader/books/9788521207481/pageid/0";Vol1: 21 / Vol2: 15;Vol1: 40 / Vol2: 43;530 N975 / 530 N975 3ed. / 530 N975 4ed. / 530 N975 5ed.;Online;59.5;Online e Físico
177;CF106;Complementar;R. P. Feynman, Lições de Física, Volume 1, Editora .;https://integrada.minhabiblioteca.com.br/reader/books/9788582605011/pageid/0;1;15;530 F435f;Online;16.0;Online e Físico
178;CF106;Complementar;P. Hewitt, Física Conceitual. Editora Bookman.;https://integrada.minhabiblioteca.com.br/reader/books/9788582603413/pageid/0;2;23;530.1 H611 / 530 H611 9 ed.;Online;25.0;Online e Físico
179;CF106;Complementar;"J. W. Jewett, R. A. Serway; Física para cientistas e engenheiros. Vol. 1 e 2. Cencage Learning";"Volume 1: https://integrada.minhabiblioteca.com.br/reader/books/9788522127078/pageid/0

Volume 2: https://integrada.minhabiblioteca.com.br/reader/books/9788522127092/pageid/0";0;v.1 - 10,  v.2- 10; ;Online;10.0;Online e Físico
180;CI181;Básica;D. D. Salvetti. Elementos de Cálculo Numérico. Companhia Editora Nacional, 1976.;-;0;0; ;Offline;0.0;Apenas Físico
181;CI181;Básica;M.A.G Ruggiero e V.L.R Lopes. Cálculo Numérico: Aspectos Teóricos e Computacionais. 2a Edição. Pearson Makron Books, 1996.;-;23;100;519.4 R931c 2.ed.;Offline;123.0;Apenas Físico
182;CI181;Básica;M. Cristina C. Cunha. Métodos Numéricos. 2a. edição. Editora Unicamp, 2000.;-;8;9;519.4 C972 2.ed.;Offline;17.0;Apenas Físico
183;CI181;Complementar;L.C. Barroso. Cálculo Numérico. Harper &Row, 1983.;-;3;0;519.6 C144 2.ed.;Offline;3.0;Apenas Físico
184;CI181;Complementar;S.D. Conte. Elementos de Análise Numérica. Editora Globo, 1977.;-;3;0;519.4 C761p;Offline;3.0;Apenas Físico
185;CI181;Complementar;A.F.P.C. Humes e I.S.H. Melo. Noções de Cálculo Numérico. McGrw-Hill, 1984.;-;3;1;519.4 N758;Offline;4.0;Apenas Físico
186;CI181;Complementar;A. Kaw e E. Kalu. Numerical Methods with Applications. University South Florida, 2011.;-;7;0;519.4 K22 2.ed.;Offline;7.0;Apenas Físico
187;CI181;Complementar;D.A.R. Justo, E. Sauter et al. Cálculo Numérico - Um Livro Colaborativo. Universidade Federal do Rio Grande do Sul, 2017. URL : http://www.ufrgs.br/numerico/.; https://github.com/reamat/CalculoNumerico;0;0; ;Online;0.0;Apenas Online
